sale_id,date_id,product_id,customer_id,salesperson_id,location_id,units_sold,unit_price,revenue,discount_type,payment_method,delivery_status,return_status,return_amount
2945,540,P005,C0546,SP06,L07,32,17.21,475.4295,Bulk Purchase,Credit Card,Pending,Partially Returned,57.33
2946,541,P004,C1351,SP02,L08,2,140.58,2612.16,Promotional,Installment,Pending,No Returns,202.15
2947,541,P004,C1911,SP03,L03,18,186.46,861.7752000000002,Seasonal,Credit Card,Cancelled,No Returns,91.16
2948,541,P004,C2017,SP06,L04,8,337.82,2058.7284,Bulk Purchase,Credit Card,Delivered,Returned,130.52
2949,541,P005,C0329,SP04,L07,35,336.64,1132.6728,Promotional,Installment,Pending,Partially Returned,243.6
2950,542,P005,C1396,SP02,L09,48,282.82,2135.73888,Seasonal,Installment,Pending,Partially Returned,68.39
2951,542,P005,C0872,SP03,L03,30,495.79,1133.23536,Bulk Purchase,Cash,Delivered,No Returns,201.16
2952,542,P005,C1051,SP06,L12,19,98.82,641.4576,Bulk Purchase,Credit Card,Delivered,Partially Returned,133.25
2953,542,P006,C1822,SP04,L12,22,229.06,2165.56608,Bulk Purchase,Cash,Delivered,Returned,55.73
2954,543,P002,C0133,SP02,L07,1,64.37,2115.2565,Promotional,Credit Card,Delivered,Returned,253.38
2955,543,P002,C1003,SP05,L06,9,383.64,216.8064,Promotional,Installment,Cancelled,No Returns,115.21
2956,543,P002,C0220,SP06,L09,32,30.96,1714.8736,Promotional,Online Payment,Delivered,No Returns,289.88
2957,543,P004,C1940,SP02,L04,42,110.62,2263.15296,Bulk Purchase,Cash,Cancelled,Returned,24.44
2958,543,P006,C0701,SP01,L07,24,23.47,2150.2404,Bulk Purchase,Cash,Cancelled,Returned,496.82
2959,544,P003,C1551,SP02,L02,19,70.85,664.5273599999999,Seasonal,Installment,Delivered,Partially Returned,25.73
2960,544,P003,C0685,SP02,L06,49,354.62,1415.04,No Discount,Online Payment,Pending,Returned,300.18
2961,544,P004,C0340,SP02,L12,32,85.66,1473.0432,No Discount,Online Payment,Cancelled,Partially Returned,41.82
2962,544,P005,C1175,SP06,L06,17,280.89,2938.4064,Bulk Purchase,Installment,Cancelled,Returned,167.09
2963,544,P005,C0237,SP06,L10,47,165.97,3157.559999999999,No Discount,Credit Card,Cancelled,No Returns,85.45
2964,544,P006,C1622,SP02,L10,41,377.37,8436.848,Promotional,Online Payment,Delivered,Returned,476.98
2965,544,P006,C0722,SP05,L06,26,181.05,1466.496,Promotional,Online Payment,Delivered,No Returns,374.37
2966,545,P001,C0882,SP01,L08,49,477.63,7659.9,Bulk Purchase,Online Payment,Pending,Returned,155.58
2967,545,P001,C0678,SP02,L05,35,128.07,1141.4676,Bulk Purchase,Cash,Delivered,Returned,372.61
2968,545,P002,C0909,SP02,L02,21,312.19,201.6672,No Discount,Credit Card,Cancelled,Returned,243.33
2969,545,P002,C1470,SP02,L06,48,74.72,5729.644799999999,No Discount,Cash,Pending,Partially Returned,128.78
2970,545,P003,C1555,SP04,L06,34,221.31,1220.0064,Bulk Purchase,Installment,Cancelled,Partially Returned,187.24
2971,545,P006,C1899,SP02,L01,10,465.6,1545.936,Bulk Purchase,Credit Card,Pending,Partially Returned,131.89
2972,545,P006,C1884,SP02,L05,25,33.92,1130.0744,Seasonal,Online Payment,Cancelled,Returned,0.02
2973,545,P006,C1564,SP05,L09,10,252.37,2026.42176,Promotional,Cash,Delivered,Partially Returned,397.79
2974,546,P001,C1843,SP02,L08,29,141.99,1466.604,Bulk Purchase,Installment,Pending,No Returns,227.87
2975,546,P001,C0430,SP03,L05,34,443.91,821.60624,No Discount,Installment,Cancelled,Returned,128.73
2976,546,P001,C1786,SP06,L04,47,59.43,2402.784,Promotional,Online Payment,Delivered,No Returns,400.75
2977,546,P003,C1319,SP02,L10,3,452.67,3659.3088,No Discount,Cash,Cancelled,Partially Returned,479.25
2978,546,P003,C0453,SP05,L05,3,367.82,1374.1182,Promotional,Credit Card,Pending,No Returns,6.51
2979,546,P003,C0072,SP06,L08,23,452.07,1265.472,Promotional,Installment,Cancelled,No Returns,381.59
2980,546,P004,C2089,SP03,L03,48,175.85,1606.75488,Promotional,Installment,Cancelled,Partially Returned,214.48
2981,546,P006,C0535,SP03,L09,44,196.04,921.4656,Seasonal,Online Payment,Pending,Returned,145.43
2982,546,P006,C0451,SP06,L07,39,366.6,1124.7432,Seasonal,Installment,Pending,Returned,407.57
2983,547,P001,C0832,SP01,L03,43,182.09,1100.97792,Seasonal,Installment,Pending,Partially Returned,341.6
2984,547,P002,C1625,SP06,L02,49,483.57,2203.5552,No Discount,Credit Card,Pending,No Returns,30.9
2985,547,P005,C2029,SP01,L08,30,406.75,1548.6525,No Discount,Credit Card,Cancelled,Partially Returned,132.28
2986,547,P006,C1127,SP04,L05,40,316.52,1111.06632,Seasonal,Cash,Delivered,Returned,180.42
2987,548,P001,C2086,SP01,L05,14,337.29,314.5506,Bulk Purchase,Credit Card,Delivered,Partially Returned,254.5
2988,548,P001,C1293,SP05,L03,8,82.94,3510.345600000001,Bulk Purchase,Online Payment,Delivered,No Returns,84.74
2989,548,P002,C1534,SP01,L12,11,66.65,1008.168,Bulk Purchase,Credit Card,Pending,No Returns,31.59
2990,548,P002,C0721,SP02,L02,10,31.07,2869.1712,Bulk Purchase,Online Payment,Pending,Returned,317.81
2991,548,P002,C0713,SP06,L12,23,395.14,1912.67136,Promotional,Cash,Pending,Returned,96.19
2992,548,P003,C0238,SP03,L01,46,107.52,1875.328,Seasonal,Online Payment,Delivered,No Returns,13.62
2993,548,P003,C0373,SP04,L06,24,137.54,5892.12,Bulk Purchase,Credit Card,Delivered,Returned,292.8
2994,548,P004,C0488,SP06,L04,49,213.54,688.5561600000002,No Discount,Installment,Delivered,Partially Returned,433.06
2995,548,P005,C1577,SP02,L03,22,19.36,3941.46,Seasonal,Online Payment,Cancelled,Partially Returned,362.71
2996,548,P005,C0660,SP03,L04,8,283.7,3800.088,Seasonal,Online Payment,Pending,Returned,45.18
2997,548,P005,C1450,SP04,L10,24,332.93,1306.284,Seasonal,Credit Card,Delivered,Partially Returned,425.4
2998,548,P006,C0029,SP04,L08,11,238.07,2683.935,Bulk Purchase,Credit Card,Delivered,No Returns,30.9
2999,549,P002,C1411,SP01,L03,32,431.58,546.8472,Promotional,Credit Card,Delivered,Returned,262.45
3000,549,P003,C1283,SP02,L06,6,178.78,4609.5552,Promotional,Cash,Pending,Partially Returned,89.79
3001,550,P002,C0449,SP04,L06,22,154.01,3706.344,No Discount,Credit Card,Cancelled,Returned,423.26
3002,550,P004,C1007,SP04,L12,23,379.99,895.5600000000001,Seasonal,Credit Card,Pending,Returned,392.32
3003,550,P005,C0035,SP06,L10,44,392.69,429.6768,Bulk Purchase,Installment,Cancelled,Returned,296.3
3004,550,P006,C1169,SP01,L12,28,230.51,3282.5504,No Discount,Online Payment,Pending,Partially Returned,408.72
3005,550,P006,C1776,SP01,L05,2,216.94,1132.8135,No Discount,Credit Card,Pending,Partially Returned,413.52
3006,550,P006,C0688,SP02,L09,45,313.37,1146.35136,Promotional,Cash,Pending,Partially Returned,442.19
3007,550,P006,C1787,SP06,L05,41,458.79,244.2804,Seasonal,Credit Card,Delivered,No Returns,22.49
3008,551,P001,C1134,SP06,L03,23,463.19,1384.9704,No Discount,Online Payment,Delivered,Partially Returned,445.04
3009,551,P002,C0603,SP04,L03,13,173.19,3120.5088,No Discount,Online Payment,Delivered,No Returns,184.38
3010,551,P002,C0783,SP04,L03,34,217.79,1330.55136,Promotional,Installment,Cancelled,Returned,108.08
3011,551,P002,C1906,SP04,L01,24,489.06,1005.76,Seasonal,Installment,Delivered,Returned,352.49
3012,551,P002,C0756,SP04,L07,30,175.4,413.0027999999999,Promotional,Cash,Pending,Returned,115.57
3013,551,P003,C1341,SP02,L08,42,316.21,363.6360000000001,Seasonal,Installment,Cancelled,Partially Returned,193.61
3014,551,P005,C1644,SP01,L10,49,72.97,10910.48,Bulk Purchase,Online Payment,Delivered,No Returns,61.62
3015,552,P002,C0667,SP03,L06,21,143.78,3746.9376,Bulk Purchase,Cash,Cancelled,Partially Returned,247.22
3016,552,P003,C1875,SP02,L05,20,112.08,1365.45136,Seasonal,Installment,Pending,Partially Returned,484.98
3017,552,P006,C0325,SP06,L12,49,481.96,1227.4816,Promotional,Installment,Delivered,No Returns,337.43
3018,552,P006,C1026,SP06,L08,21,405.89,2142.576,No Discount,Installment,Pending,Returned,404.2
3019,553,P003,C0212,SP02,L01,13,69.91,3601.639999999999,No Discount,Online Payment,Delivered,Partially Returned,37.02
3020,553,P003,C1288,SP05,L11,40,179.81,1449.84,Bulk Purchase,Credit Card,Pending,No Returns,385.52
3021,553,P004,C1624,SP04,L06,40,367.07,5747.687999999999,Bulk Purchase,Credit Card,Pending,Partially Returned,381.72
3022,553,P005,C0717,SP01,L11,24,157.9,1344.672,Promotional,Credit Card,Pending,Partially Returned,267.62
3023,553,P006,C1179,SP03,L06,4,201.53,6819.456,Seasonal,Online Payment,Cancelled,Returned,123.77
3024,553,P006,C0064,SP05,L08,4,478.8,3723.084,Bulk Purchase,Cash,Pending,No Returns,77.46
3025,554,P002,C1788,SP01,L03,21,117.3,244.86624,Seasonal,Cash,Delivered,Partially Returned,138.11
3026,554,P002,C2073,SP04,L02,11,248.31,2130.3744,No Discount,Cash,Delivered,Returned,175.16
3027,554,P004,C1886,SP02,L03,34,374.76,3144.8088,Promotional,Credit Card,Pending,Returned,343.38
3028,554,P006,C1533,SP01,L06,1,417.63,2237.616,Bulk Purchase,Credit Card,Pending,Partially Returned,243.41
3029,555,P001,C0532,SP04,L01,31,305.9,3705.996,Bulk Purchase,Credit Card,Pending,Partially Returned,25.8
3030,555,P001,C0758,SP05,L09,13,238.16,1950.168000000001,Promotional,Credit Card,Cancelled,No Returns,273.51
3031,555,P002,C1503,SP03,L01,10,203.03,3046.89,Promotional,Credit Card,Pending,Partially Returned,310.15
3032,555,P004,C0243,SP01,L04,11,257.27,4313.088,Promotional,Online Payment,Cancelled,Returned,284.43
3033,555,P004,C1524,SP05,L06,13,39.95,1683.1104,No Discount,Installment,Cancelled,Partially Returned,356.4
3034,555,P005,C1783,SP05,L03,31,351.53,1888.89408,Bulk Purchase,Installment,Delivered,Returned,450.44
3035,555,P006,C0800,SP03,L11,33,498.73,2591.616,Bulk Purchase,Cash,Cancelled,No Returns,379.27
3036,556,P001,C1134,SP05,L09,43,394.3,4876.256,Promotional,Online Payment,Cancelled,No Returns,407.95
3037,556,P002,C1660,SP06,L08,22,45.22,3839.454,Promotional,Cash,Pending,No Returns,66.43
3038,556,P003,C1076,SP02,L08,24,111.97,871.6679999999999,Seasonal,Cash,Cancelled,Returned,139.76
3039,556,P005,C0479,SP05,L03,15,398.58,1806.5106,Seasonal,Credit Card,Pending,No Returns,76.85
3040,557,P001,C1712,SP06,L03,31,339.17,2145.476160000001,No Discount,Cash,Pending,Returned,72.5
3041,557,P002,C0080,SP05,L02,11,366.04,2642.68032,Promotional,Cash,Cancelled,Returned,91.21
3042,557,P003,C0257,SP04,L07,13,115.83,3417.414,Promotional,Online Payment,Pending,Partially Returned,92.5
3043,557,P004,C0595,SP04,L06,40,33.33,2329.056,Promotional,Cash,Delivered,Partially Returned,157.92
3044,557,P005,C0789,SP04,L06,13,243.87,3318.144,Bulk Purchase,Online Payment,Cancelled,No Returns,62.26
3045,558,P001,C0663,SP04,L12,37,292.12,2061.19424,Promotional,Installment,Pending,Returned,491.45
3046,558,P002,C0836,SP06,L09,21,201.38,779.5532800000001,Bulk Purchase,Installment,Delivered,No Returns,3.6
3047,558,P003,C0660,SP05,L02,29,457.22,1867.00416,Seasonal,Cash,Pending,No Returns,310.91
3048,558,P004,C2144,SP03,L06,4,151.52,560.2560000000001,Bulk Purchase,Installment,Delivered,Partially Returned,43.14
3049,558,P004,C1506,SP04,L04,21,208.98,2177.3772,Promotional,Credit Card,Delivered,Partially Returned,281.69
3050,558,P004,C0260,SP06,L07,39,400.56,1146.1464,Seasonal,Installment,Delivered,No Returns,318.34
3051,559,P002,C2084,SP03,L06,47,85.57,3815.6544,Bulk Purchase,Cash,Pending,Returned,363.44
3052,559,P003,C0161,SP02,L09,7,411.44,269.53344,Promotional,Cash,Cancelled,Partially Returned,246.55
3053,559,P004,C0889,SP04,L12,14,355.1,2718.19392,Bulk Purchase,Cash,Delivered,No Returns,149.13
3054,560,P001,C1665,SP01,L05,10,302.23,1473.8997,Promotional,Credit Card,Cancelled,Returned,430.3
3055,560,P001,C1081,SP03,L01,33,232.66,1613.346,Promotional,Credit Card,Pending,No Returns,459.11
3056,560,P002,C0840,SP05,L11,23,139.09,4788.928,Promotional,Online Payment,Delivered,Partially Returned,145.93
3057,560,P003,C0975,SP05,L01,22,156.34,2611.308,Promotional,Credit Card,Pending,Returned,141.3
3058,561,P001,C0938,SP06,L01,34,298.47,1664.4096,No Discount,Installment,Delivered,No Returns,458.55
3059,561,P003,C0255,SP02,L04,2,34.41,2067.984,Bulk Purchase,Online Payment,Cancelled,Partially Returned,452.57
3060,561,P004,C0490,SP02,L10,45,490.39,3330.8352,Seasonal,Installment,Delivered,No Returns,450.84
3061,561,P005,C1076,SP02,L07,3,182.24,2843.862,Seasonal,Online Payment,Delivered,No Returns,167.37
3062,561,P006,C0920,SP06,L07,49,271.78,2426.55,Bulk Purchase,Online Payment,Cancelled,No Returns,32.44
3063,562,P001,C0039,SP06,L10,32,350.95,3498.768,Promotional,Credit Card,Pending,Partially Returned,444.69
3064,562,P002,C0547,SP03,L11,15,483.81,4630.528,No Discount,Online Payment,Pending,Partially Returned,272.39
3065,562,P002,C0516,SP03,L11,45,315.09,1137.5872,No Discount,Installment,Cancelled,Partially Returned,298.39
3066,562,P002,C0810,SP04,L02,36,484.31,309.58592,Seasonal,Installment,Delivered,No Returns,486.43
3067,562,P003,C1453,SP04,L03,47,419.05,1484.77536,Promotional,Installment,Pending,Partially Returned,305.32
3068,562,P004,C2068,SP04,L03,14,178.81,582.5779200000001,Seasonal,Cash,Pending,Returned,138.49
3069,562,P004,C2039,SP06,L09,26,133.55,3853.5552,No Discount,Credit Card,Pending,Returned,374.0
3070,562,P006,C1878,SP06,L02,23,36.85,3062.4832,Bulk Purchase,Online Payment,Delivered,Partially Returned,186.13
3071,563,P001,C2097,SP03,L04,46,59.02,1307.95776,No Discount,Installment,Cancelled,Partially Returned,251.04
3072,563,P006,C1656,SP03,L02,18,436.86,3140.2112,Bulk Purchase,Online Payment,Delivered,No Returns,271.89
3073,563,P006,C1791,SP03,L07,19,139.34,662.9111999999999,No Discount,Cash,Pending,No Returns,78.76
3074,563,P006,C1808,SP05,L01,46,414.06,2712.99,No Discount,Credit Card,Pending,Partially Returned,21.79
3075,564,P003,C0193,SP06,L10,45,338.2,3013.4272,Promotional,Installment,Pending,Partially Returned,64.12
3076,564,P005,C0158,SP02,L09,36,208.96,1204.64256,Seasonal,Cash,Pending,Returned,228.03
3077,564,P005,C1685,SP04,L06,31,73.0,1712.832,Seasonal,Online Payment,Delivered,Returned,310.65
3078,564,P006,C0466,SP03,L03,30,122.21,3412.4976,Promotional,Cash,Cancelled,Partially Returned,487.49
3079,565,P002,C0421,SP02,L06,29,339.63,4158.719999999999,Promotional,Online Payment,Cancelled,Partially Returned,301.52
3080,565,P002,C1348,SP03,L03,25,237.99,1088.8344,Bulk Purchase,Credit Card,Cancelled,No Returns,20.6
3081,565,P002,C2160,SP04,L09,12,424.82,4330.2336,Promotional,Online Payment,Cancelled,Returned,277.66
3082,565,P004,C1449,SP02,L04,44,222.87,940.77504,Promotional,Installment,Delivered,Partially Returned,455.77
3083,565,P004,C0462,SP02,L11,4,249.5,3308.160000000001,Promotional,Credit Card,Cancelled,No Returns,67.95
3084,566,P002,C0235,SP02,L11,4,367.03,1365.6064,Promotional,Installment,Delivered,Partially Returned,115.18
3085,566,P006,C1363,SP03,L09,32,153.86,2172.43136,No Discount,Installment,Delivered,Partially Returned,425.51
3086,567,P004,C1658,SP02,L10,7,28.83,4800.767999999999,Promotional,Online Payment,Pending,Partially Returned,259.8
3087,567,P005,C1325,SP02,L06,32,267.28,2702.016,Bulk Purchase,Online Payment,Pending,Returned,345.13
3088,567,P006,C0745,SP04,L09,40,228.67,2274.11712,No Discount,Cash,Cancelled,Partially Returned,331.16
3089,568,P001,C1326,SP02,L11,46,244.95,1953.3312,Bulk Purchase,Installment,Pending,Partially Returned,224.47
3090,568,P003,C0717,SP04,L04,23,463.19,1781.45568,Bulk Purchase,Cash,Cancelled,No Returns,275.59
3091,568,P003,C0683,SP04,L10,21,72.35,1486.576,No Discount,Online Payment,Cancelled,Returned,238.78
3092,568,P005,C0416,SP01,L08,11,434.16,3918.078,Bulk Purchase,Cash,Pending,Returned,188.06
3093,568,P006,C1695,SP03,L08,14,449.23,1395.504,No Discount,Installment,Cancelled,Partially Returned,407.67
3094,569,P001,C0125,SP02,L12,40,459.58,947.172,Seasonal,Credit Card,Cancelled,No Returns,496.37
3095,569,P001,C0346,SP02,L03,29,394.65,1218.81024,Promotional,Cash,Pending,Returned,278.87
3096,569,P001,C1651,SP06,L12,28,47.98,1335.9552,No Discount,Cash,Delivered,No Returns,174.02
3097,569,P005,C2020,SP04,L02,8,172.34,1363.8912,No Discount,Credit Card,Cancelled,No Returns,118.47
3098,569,P005,C0882,SP06,L11,23,410.72,3563.280000000001,Promotional,Credit Card,Delivered,Partially Returned,390.84
3099,570,P001,C1421,SP02,L11,18,310.01,2462.208000000001,Seasonal,Cash,Delivered,No Returns,297.23
3100,570,P001,C0589,SP06,L05,26,227.64,3151.5484,Seasonal,Online Payment,Cancelled,No Returns,255.39
3101,570,P002,C0754,SP03,L10,9,20.61,3646.2272,Bulk Purchase,Installment,Delivered,No Returns,26.73
3102,570,P002,C1708,SP05,L11,27,373.35,2267.9808,Promotional,Installment,Pending,Returned,211.28
3103,570,P003,C0709,SP03,L03,1,150.1,696.91104,Promotional,Installment,Cancelled,Returned,474.19
3104,570,P003,C1984,SP06,L03,40,232.37,6034.0464,No Discount,Online Payment,Pending,Returned,44.0
3105,570,P003,C0458,SP06,L01,27,113.97,2863.616,Promotional,Online Payment,Pending,Returned,492.76
3106,570,P004,C0198,SP04,L03,17,91.25,250.46496,Bulk Purchase,Cash,Pending,Returned,421.8
3107,571,P001,C1246,SP01,L02,32,354.89,2426.323199999999,No Discount,Cash,Delivered,Partially Returned,476.37
3108,571,P001,C1280,SP01,L11,8,252.44,2315.7888,Bulk Purchase,Cash,Cancelled,Partially Returned,428.78
3109,571,P001,C2145,SP02,L08,8,346.1,3216.528000000001,No Discount,Installment,Pending,Partially Returned,255.88
3110,571,P001,C0728,SP04,L06,45,143.27,8677.152,No Discount,Online Payment,Pending,No Returns,220.5
3111,571,P002,C0045,SP01,L11,28,281.94,426.9568,No Discount,Installment,Cancelled,Partially Returned,125.97
3112,571,P003,C1823,SP03,L10,45,244.72,987.504,Bulk Purchase,Credit Card,Cancelled,Returned,350.24
3113,571,P003,C1112,SP04,L01,39,410.02,2140.656,Seasonal,Installment,Cancelled,Returned,358.59
3114,571,P006,C0507,SP01,L07,42,440.14,1096.0152,Seasonal,Installment,Delivered,Returned,456.24
3115,572,P001,C1768,SP03,L09,27,175.33,569.6768000000002,Seasonal,Installment,Cancelled,Returned,88.94
3116,572,P001,C0216,SP06,L11,15,321.13,2179.072,Promotional,Installment,Cancelled,No Returns,12.21
3117,572,P002,C1874,SP03,L06,45,214.5,6024.575999999999,No Discount,Online Payment,Delivered,Partially Returned,176.28
3118,572,P004,C1632,SP05,L05,49,372.37,1371.8523,Bulk Purchase,Credit Card,Delivered,Partially Returned,139.36
3119,573,P001,C2080,SP02,L01,42,178.16,663.8688,No Discount,Cash,Delivered,Returned,4.9
3120,573,P001,C0580,SP04,L04,31,239.38,2360.87136,Promotional,Cash,Pending,No Returns,457.66
3121,573,P002,C1726,SP05,L06,22,460.31,1465.1136,Seasonal,Cash,Cancelled,Partially Returned,407.61
3122,573,P004,C1240,SP04,L11,18,100.03,621.792,No Discount,Credit Card,Cancelled,No Returns,486.44
3123,573,P005,C1384,SP06,L08,43,455.41,5000.0625,Bulk Purchase,Credit Card,Cancelled,Returned,434.78
3124,574,P001,C1135,SP06,L09,17,47.99,2928.288,No Discount,Cash,Cancelled,No Returns,321.33
3125,574,P002,C2067,SP02,L01,19,10.53,3655.932,No Discount,Credit Card,Pending,Returned,311.23
3126,574,P002,C0144,SP04,L01,49,95.31,1433.712,No Discount,Installment,Delivered,No Returns,389.28
3127,574,P002,C0450,SP05,L02,43,402.67,2898.9072,Promotional,Credit Card,Delivered,No Returns,415.24
3128,574,P003,C0316,SP04,L09,14,108.74,1189.1088,No Discount,Credit Card,Cancelled,Partially Returned,117.69
3129,574,P003,C1245,SP06,L07,34,162.94,379.1256,No Discount,Installment,Delivered,Partially Returned,473.67
3130,574,P005,C0088,SP04,L12,6,347.88,1536.93056,Seasonal,Installment,Cancelled,No Returns,137.94
3131,574,P005,C1774,SP05,L09,19,491.39,1573.2992,No Discount,Installment,Cancelled,Returned,42.77
3132,574,P005,C2034,SP05,L02,47,282.84,3342.976,Promotional,Online Payment,Cancelled,Returned,132.43
3133,574,P006,C0378,SP01,L04,22,78.14,1427.89824,Bulk Purchase,Installment,Cancelled,Partially Returned,104.17
3134,575,P002,C0418,SP04,L12,21,274.6,1977.1272,No Discount,Credit Card,Delivered,Partially Returned,46.57
3135,575,P005,C1434,SP04,L01,17,295.16,1007.6192,Seasonal,Installment,Delivered,Partially Returned,121.07
3136,576,P001,C2127,SP01,L06,4,66.56,5751.288,No Discount,Credit Card,Cancelled,Partially Returned,179.94
3137,576,P001,C0032,SP04,L12,35,181.5,489.46944,Promotional,Cash,Delivered,No Returns,21.67
3138,576,P003,C0408,SP04,L04,43,477.54,2609.7552,Promotional,Online Payment,Cancelled,Partially Returned,372.28
3139,576,P005,C1423,SP06,L01,19,180.36,729.6576000000001,No Discount,Installment,Cancelled,Returned,204.14
3140,577,P001,C1262,SP02,L11,2,256.83,3143.904,Bulk Purchase,Credit Card,Delivered,Partially Returned,333.99
3141,577,P002,C0871,SP01,L07,26,367.94,934.71,Seasonal,Online Payment,Delivered,No Returns,297.5
3142,577,P006,C1861,SP05,L11,7,67.14,2449.2672,Bulk Purchase,Cash,Pending,Returned,386.42
3143,578,P001,C1796,SP03,L02,47,258.18,1389.05088,Promotional,Installment,Pending,Returned,185.67
3144,578,P001,C1638,SP05,L10,43,308.85,2978.751999999999,Bulk Purchase,Online Payment,Cancelled,Partially Returned,133.03
3145,578,P002,C1681,SP03,L08,15,344.83,2487.348,No Discount,Cash,Delivered,No Returns,105.71
3146,578,P002,C2048,SP06,L01,28,290.71,856.4864,Bulk Purchase,Installment,Delivered,Returned,138.73
3147,578,P004,C1957,SP03,L04,37,214.78,3410.6832,Promotional,Online Payment,Cancelled,No Returns,294.79
3148,578,P005,C1361,SP01,L09,4,114.47,2221.6656,Seasonal,Credit Card,Cancelled,Partially Returned,443.53
3149,579,P002,C1015,SP04,L09,25,471.06,3466.6368,Bulk Purchase,Credit Card,Pending,Returned,26.01
3150,579,P004,C1399,SP01,L06,14,25.22,4142.1312,Promotional,Cash,Cancelled,Returned,141.96
3151,579,P004,C0306,SP05,L08,46,204.15,3344.472,No Discount,Installment,Cancelled,Returned,117.65
3152,579,P005,C1155,SP01,L06,43,300.56,3118.636799999999,Promotional,Cash,Delivered,No Returns,391.18
3153,579,P005,C0010,SP06,L01,6,59.01,1629.3088,Seasonal,Installment,Cancelled,No Returns,258.22
3154,579,P006,C1927,SP01,L10,47,469.68,6404.271999999999,Bulk Purchase,Online Payment,Pending,Partially Returned,263.58
3155,579,P006,C0206,SP05,L08,18,364.45,556.7760000000001,Seasonal,Installment,Cancelled,Partially Returned,195.14
3156,579,P006,C1616,SP06,L02,24,104.16,2406.0288,No Discount,Cash,Pending,Returned,424.86
3157,580,P001,C1938,SP05,L02,15,405.37,1103.76,Promotional,Credit Card,Delivered,No Returns,447.42
3158,580,P002,C0213,SP02,L05,43,284.21,138.91696,No Discount,Installment,Pending,Partially Returned,281.24
3159,580,P003,C0111,SP01,L05,15,468.48,1634.8605,No Discount,Credit Card,Cancelled,Returned,50.41
3160,580,P003,C0582,SP03,L11,29,36.97,5956.096,No Discount,Online Payment,Pending,No Returns,266.98
3161,580,P003,C1328,SP04,L04,11,363.9,1404.57024,Promotional,Installment,Cancelled,Returned,492.37
3162,580,P004,C1830,SP05,L02,11,73.86,1110.0096,No Discount,Cash,Cancelled,No Returns,160.87
3163,580,P005,C1105,SP02,L07,10,444.54,445.1327999999999,Promotional,Installment,Delivered,Returned,375.78
3164,581,P001,C0401,SP04,L05,17,408.77,179.87424,Bulk Purchase,Installment,Cancelled,Partially Returned,431.65
3165,581,P002,C0703,SP02,L10,36,221.61,2736.0256,Seasonal,Installment,Delivered,Returned,115.28
3166,581,P006,C1713,SP02,L06,3,467.53,3762.144,No Discount,Online Payment,Pending,Partially Returned,318.68
3167,582,P002,C2037,SP01,L05,38,81.65,1389.388,Bulk Purchase,Online Payment,Cancelled,No Returns,497.24
3168,582,P002,C0476,SP03,L11,28,206.19,1281.216,Seasonal,Online Payment,Delivered,Returned,335.47
3169,582,P004,C0783,SP04,L11,6,111.08,1797.552,Promotional,Credit Card,Pending,No Returns,494.2
3170,582,P005,C0562,SP02,L02,47,310.27,940.6924799999998,Bulk Purchase,Cash,Delivered,Returned,66.85
3171,582,P005,C0931,SP03,L06,36,412.36,6155.424,Bulk Purchase,Online Payment,Pending,Partially Returned,230.35
3172,583,P003,C0318,SP05,L09,47,98.84,541.64352,Seasonal,Cash,Delivered,Returned,326.74
3173,583,P003,C1404,SP06,L03,31,310.23,818.5212,Seasonal,Credit Card,Delivered,Returned,43.4
3174,583,P003,C0279,SP06,L05,2,430.99,1174.45328,Seasonal,Installment,Pending,Returned,484.21
3175,583,P004,C0690,SP01,L11,39,386.61,1737.472,Promotional,Installment,Delivered,No Returns,394.75
3176,583,P005,C1981,SP04,L07,38,116.14,3811.121999999999,Promotional,Online Payment,Pending,No Returns,179.74
3177,583,P006,C2044,SP02,L02,38,167.3,273.47712,Bulk Purchase,Cash,Delivered,Partially Returned,12.65
3178,584,P001,C1654,SP06,L05,7,491.47,460.4691,Bulk Purchase,Credit Card,Pending,No Returns,192.64
3179,584,P005,C1136,SP02,L10,27,284.38,9697.071999999998,Seasonal,Online Payment,Delivered,No Returns,469.53
3180,584,P006,C1224,SP01,L05,19,114.61,1939.665,No Discount,Credit Card,Delivered,Partially Returned,482.5
3181,584,P006,C1492,SP03,L09,23,262.02,226.0684800000001,Bulk Purchase,Cash,Pending,No Returns,352.67
3182,584,P006,C1880,SP05,L05,42,71.8,912.16944,Seasonal,Installment,Pending,No Returns,21.03
3183,585,P001,C0229,SP01,L11,49,371.86,3041.664,No Discount,Credit Card,Cancelled,Partially Returned,110.35
3184,585,P001,C0537,SP05,L08,27,198.95,3381.6825,Seasonal,Credit Card,Cancelled,Returned,439.63
3185,585,P002,C0518,SP01,L04,43,432.63,154.08576,Bulk Purchase,Installment,Cancelled,Partially Returned,57.71
3186,585,P002,C0493,SP02,L06,28,293.95,1477.224,Seasonal,Credit Card,Pending,No Returns,7.61
3187,585,P002,C1902,SP04,L03,31,263.02,5754.888000000001,Bulk Purchase,Online Payment,Pending,Returned,104.58
3188,585,P002,C1496,SP05,L11,31,104.08,2345.3184,Bulk Purchase,Installment,Pending,Returned,241.85
3189,585,P004,C0702,SP05,L05,6,442.48,149.53848,Seasonal,Cash,Pending,Returned,451.86
3190,586,P001,C0360,SP01,L04,29,389.9,1348.9632,Bulk Purchase,Installment,Cancelled,No Returns,91.4
