customer_id,customer_name,customer_type
C2003,Customer 844,VIP
C2004,Customer 845,New
C2005,Customer 846,VIP
C2006,Customer 847,New
C2007,Customer 848,New
C2008,Customer 849,VIP
C2009,Customer 85,New
C2010,Customer 850,VIP
C2011,Customer 851,VIP
C2012,Customer 852,New
C2013,Customer 853,VIP
C2014,Customer 854,New
C2015,Customer 855,Returning
C2016,Customer 856,Returning
C2017,Customer 857,Returning
C2018,Customer 858,New
C2019,Customer 859,VIP
C2020,Customer 86,Returning
C2021,Customer 860,New
C2022,Customer 861,New
C2023,Customer 862,New
C2024,Customer 863,VIP
C2025,Customer 864,VIP
C2026,Customer 865,New
C2027,Customer 866,Returning
C2028,Customer 867,VIP
C2029,Customer 868,Returning
C2030,Customer 869,Returning
C2031,Customer 87,Returning
C2032,Customer 870,Returning
C2033,Customer 871,New
C2034,Customer 872,VIP
C2035,Customer 874,VIP
C2036,Customer 875,VIP
C2037,Customer 876,VIP
C2038,Customer 877,Returning
C2039,Customer 878,Returning
C2040,Customer 88,VIP
C2041,Customer 880,Returning
C2042,Customer 881,Returning
C2043,Customer 882,New
C2044,Customer 883,New
C2045,Customer 885,VIP
C2046,Customer 886,New
C2047,Customer 888,Returning
C2048,Customer 889,Returning
C2049,Customer 89,VIP
C2050,Customer 890,VIP
C2051,Customer 891,VIP
C2052,Customer 892,VIP
C2053,Customer 893,Returning
C2054,Customer 894,Returning
C2055,Customer 895,Returning
C2056,Customer 896,VIP
C2057,Customer 897,VIP
C2058,Customer 898,New
C2059,Customer 899,VIP
C2060,Customer 9,New
C2061,Customer 900,Returning
C2062,Customer 901,New
C2063,Customer 902,New
C2064,Customer 904,Returning
C2065,Customer 905,VIP
C2066,Customer 906,New
C2067,Customer 907,VIP
C2068,Customer 908,Returning
C2069,Customer 909,VIP
C2070,Customer 91,Returning
C2071,Customer 910,Returning
C2072,Customer 911,Returning
C2073,Customer 912,Returning
C2074,Customer 913,VIP
C2075,Customer 914,VIP
C2076,Customer 915,New
C2077,Customer 916,Returning
C2078,Customer 917,New
C2079,Customer 918,New
C2080,Customer 919,New
C2081,Customer 920,VIP
C2082,Customer 921,Returning
C2083,Customer 922,New
C2084,Customer 923,Returning
C2085,Customer 924,New
C2086,Customer 925,New
C2087,Customer 927,New
C2088,Customer 928,Returning
C2089,Customer 929,Returning
C2090,Customer 93,New
C2091,Customer 930,Returning
C2092,Customer 931,Returning
C2093,Customer 932,Returning
C2094,Customer 933,Returning
C2095,Customer 934,Returning
C2096,Customer 935,Returning
C2097,Customer 936,Returning
C2098,Customer 937,New
C2099,Customer 938,VIP
C2100,Customer 939,VIP
C2101,Customer 94,New
C2102,Customer 940,VIP
C2103,Customer 942,VIP
C2104,Customer 943,New
C2105,Customer 944,Returning
C2106,Customer 945,VIP
C2107,Customer 947,VIP
C2108,Customer 948,VIP
C2109,Customer 95,VIP
C2110,Customer 950,New
C2111,Customer 951,New
C2112,Customer 952,VIP
C2113,Customer 953,New
C2114,Customer 954,New
C2115,Customer 955,Returning
C2116,Customer 956,VIP
C2117,Customer 957,Returning
C2118,Customer 958,Returning
C2119,Customer 959,Returning
C2120,Customer 96,VIP
C2121,Customer 960,Returning
C2122,Customer 961,VIP
C2123,Customer 963,New
C2124,Customer 964,VIP
C2125,Customer 966,New
C2126,Customer 967,Returning
C2127,Customer 968,New
C2128,Customer 969,VIP
C2129,Customer 97,Returning
C2130,Customer 970,Returning
C2131,Customer 971,Returning
C2132,Customer 972,Returning
C2133,Customer 973,VIP
C2134,Customer 974,Returning
C2135,Customer 975,Returning
C2136,Customer 976,New
C2137,Customer 977,Returning
C2138,Customer 979,Returning
C2139,Customer 98,Returning
C2140,Customer 980,VIP
C2141,Customer 981,New
C2142,Customer 982,Returning
C2143,Customer 983,Returning
C2144,Customer 984,Returning
C2145,Customer 985,VIP
C2146,Customer 986,VIP
C2147,Customer 987,New
C2148,Customer 988,Returning
C2149,Customer 989,VIP
C2150,Customer 99,New
C2151,Customer 990,New
C2152,Customer 991,New
C2153,Customer 992,New
C2154,Customer 993,New
C2155,Customer 994,Returning
C2156,Customer 995,Returning
C2157,Customer 996,VIP
C2158,Customer 997,VIP
C2159,Customer 998,VIP
C2160,Customer 999,Returning
